10000	10445	1.000000	0	0
10000	10519	1.000000	0	1
10000	10664	1.000000	0	2
10000	10728	1.000000	0	3
10000	10856	1.000000	0	4
10000	10971	0.500000	0	5
10000	1200	1.000000	0	6
10000	1499	0.500000	0	7
10000	1736	1.000000	0	8
10000	207	0.500000	0	9
10000	208	1.000000	0	10
10000	2099	1.000000	0	11
10000	23293	1.000000	0	12
10000	23381	1.000000	0	13
10000	2475	1.000000	0	14
10000	25	0.500000	0	15
10000	2547	1.000000	0	16
10000	3091	1.000000	0	17
10000	3320	1.000000	0	18
10000	3725	1.000000	0	19
10000	3727	1.000000	0	20
10000	4084	1.000000	0	21
10000	4149	1.000000	0	22
10000	4609	1.000000	0	23
10000	4691	1.000000	0	24
10000	5371	1.000000	0	25
10000	54984	1.000000	0	26
10000	5970	0.500000	0	27
10000	6198	1.000000	0	28
10000	65057	1.000000	0	29
10000	6595	1.000000	0	30
10000	6597	1.000000	0	31
10000	6601	1.000000	0	32
10000	6605	1.000000	0	33
10000	6667	1.000000	0	34
10000	7011	1.000000	0	35
10000	7391	1.000000	0	36
10000	7392	1.000000	0	37
10000	7514	1.000000	0	38
10000	7520	1.000000	0	39
10000	80198	1.000000	0	40
10000	8607	1.000000	0	41
10048	11146	1.000000	0	42
10048	1268	1.000000	0	43
10048	1499	0.500000	0	44
10048	1613	1.000000	0	45
10048	1956	0.500000	0	46
10048	200958	1.000000	0	47
10048	2017	1.000000	0	48
10048	2065	1.000000	0	49
10048	23557	1.000000	0	50
10048	25	0.500000	0	51
10048	2549	1.000000	0	52
10048	2885	0.500000	0	53
10048	30011	1.000000	0	54
10048	3082	1.000000	0	55
10048	3083	1.000000	0	56
10048	355	1.000000	0	57
10048	3635	1.000000	0	58
10048	3636	1.000000	0	59
10048	3691	1.000000	0	60
10048	4486	1.000000	0	61
10048	5295	0.500000	0	62
10048	5335	0.500000	0	63
10048	5364	1.000000	0	64
10048	5579	0.500000	0	65
10048	5580	0.500000	0	66
10048	5581	0.500000	0	67
10048	5582	0.500000	0	68
10048	5583	0.500000	0	69
10048	5584	0.500000	0	70
10048	5588	0.500000	0	71
10048	5590	0.500000	0	72
